detid,flow,speed,occ,density,interval,length,pos
E1_E8D8_0,180.0,10.5,3.43,6.86,900.0,279.2,259.0
E1_E8D8_1,120.0,10.21,1.88,3.76,900.0,279.2,259.0
E1_E8E7_0,420.0,9.6,18.9,37.8,900.0,229.2,209.0
E1_E8E7_1,324.0,8.8,15.23,30.46,900.0,229.2,209.0
E1_E8E9_0,132.0,12.22,1.59,3.18,900.0,229.2,209.0
E1_E8E9_1,24.0,11.93,0.28,0.56,900.0,229.2,209.0
E1_E8F8_0,180.0,10.92,10.55,21.1,900.0,279.2,259.0
E1_E8F8_1,168.0,10.99,2.31,4.62,900.0,279.2,259.0
E1_E9D9_0,168.0,8.12,24.54,49.08,900.0,279.2,259.0
E1_E9D9_1,144.0,8.93,14.87,29.74,900.0,279.2,259.0
E1_E9E10_0,156.0,13.2,2.16,4.32,900.0,229.2,209.0
E1_E9E10_1,72.0,11.38,0.89,1.7799999999999998,900.0,229.2,209.0
E1_E9F9_0,108.0,12.31,1.3,2.6,900.0,279.2,259.0
E1_E9F9_1,48.0,12.71,0.53,1.06,900.0,279.2,259.0
E1_F0E0_0,96.0,11.79,1.22,2.44,900.0,279.2,259.0
E1_F0E0_1,24.0,11.59,0.29,0.58,900.0,279.2,259.0
E1_F0F1_0,96.0,12.4,1.08,2.16,900.0,229.2,209.0
E1_F0F1_1,60.0,13.35,0.63,1.26,900.0,229.2,209.0
E1_F0G0_0,72.0,13.61,0.74,1.48,900.0,279.2,259.0
E1_F0G0_1,108.0,10.34,4.74,9.48,900.0,279.2,259.0
E1_F0bottom5_0,24.0,14.46,0.23,0.45999999999999996,900.0,189.6,170.0
E1_F0bottom5_1,0.0,-1.0,0.0,-0.0,900.0,189.6,170.0
E1_F10E10_0,180.0,9.82,10.59,21.18,900.0,279.2,259.0
E1_F10E10_1,228.0,8.02,23.47,46.94,900.0,279.2,259.0
E1_F10G10_0,144.0,11.87,1.89,3.7800000000000002,900.0,279.2,259.0
E1_F10G10_1,84.0,11.23,1.22,2.44,900.0,279.2,259.0
E1_F11E11_0,60.0,13.06,0.64,1.28,900.0,279.2,259.0
E1_F11E11_1,108.0,11.8,1.44,2.88,900.0,279.2,259.0
E1_F11F10_0,96.0,11.66,1.25,2.5,900.0,229.2,209.0
E1_F11F10_1,72.0,11.95,0.9,1.7999999999999998,900.0,229.2,209.0
E1_F11G11_0,168.0,10.71,7.06,14.12,900.0,279.2,259.0
E1_F11G11_1,96.0,10.69,1.34,2.68,900.0,279.2,259.0
E1_F11top5_0,12.0,15.76,0.11,0.21999999999999997,900.0,189.6,170.0
E1_F11top5_1,36.0,13.24,0.38,0.76,900.0,189.6,170.0
E1_F1E1_0,192.0,9.98,6.31,12.620000000000001,900.0,279.2,259.0
E1_F1E1_1,60.0,12.44,0.68,1.36,900.0,279.2,259.0
E1_F1F0_0,60.0,12.21,0.68,1.36,900.0,229.2,209.0
E1_F1F0_1,60.0,11.38,0.8,1.6,900.0,229.2,209.0
E1_F1F2_0,132.0,11.59,1.74,3.4799999999999995,900.0,229.2,209.0
E1_F1F2_1,48.0,12.95,0.52,1.04,900.0,229.2,209.0
E1_F1G1_0,120.0,11.23,1.63,3.26,900.0,279.2,259.0
E1_F1G1_1,204.0,10.95,2.8,5.6,900.0,279.2,259.0
E1_F2E2_0,156.0,9.34,5.74,11.48,900.0,279.2,259.0
E1_F2E2_1,108.0,10.65,1.75,3.5,900.0,279.2,259.0
E1_F2F1_0,96.0,11.62,3.63,7.26,900.0,229.2,209.0
E1_F2F1_1,144.0,11.33,1.89,3.7800000000000002,900.0,229.2,209.0
E1_F2F3_0,96.0,11.17,1.26,2.52,900.0,229.2,209.0
E1_F2F3_1,72.0,12.97,0.78,1.56,900.0,229.2,209.0
E1_F2G2_0,156.0,12.14,1.96,3.92,900.0,279.2,259.0
E1_F2G2_1,144.0,12.76,1.54,3.08,900.0,279.2,259.0
E1_F3E3_0,288.0,8.93,15.18,30.36,900.0,279.2,259.0
E1_F3E3_1,252.0,8.91,18.18,36.36,900.0,279.2,259.0
E1_F3F2_0,144.0,10.37,2.5,5.0,900.0,229.2,209.0
E1_F3F2_1,228.0,10.88,4.01,8.02,900.0,229.2,209.0
E1_F3F4_0,120.0,11.94,1.48,2.96,900.0,229.2,209.0
E1_F3F4_1,72.0,11.33,0.95,1.9,900.0,229.2,209.0
E1_F3G3_0,216.0,10.18,3.62,7.24,900.0,279.2,259.0
E1_F3G3_1,180.0,9.1,3.95,7.9,900.0,279.2,259.0
E1_F4E4_0,156.0,11.38,1.99,3.9800000000000004,900.0,279.2,259.0
E1_F4E4_1,132.0,11.19,2.95,5.9,900.0,279.2,259.0
E1_F4F5_0,72.0,11.43,0.94,1.88,900.0,229.2,209.0
E1_F4F5_1,132.0,12.14,1.61,3.22,900.0,229.2,209.0
E1_F4G4_0,204.0,10.98,2.67,5.34,900.0,279.2,259.0
E1_F4G4_1,108.0,10.76,1.48,2.96,900.0,279.2,259.0
E1_F5E5_0,276.0,9.97,7.36,14.719999999999999,900.0,279.2,259.0
E1_F5E5_1,168.0,9.63,3.73,7.46,900.0,279.2,259.0
E1_F5F4_0,312.0,7.83,17.7,35.4,900.0,229.2,209.0
E1_F5F4_1,312.0,8.02,15.87,31.74,900.0,229.2,209.0
E1_F5G5_0,144.0,10.55,2.15,4.3,900.0,279.2,259.0
E1_F5G5_1,264.0,8.32,25.86,51.72,900.0,279.2,259.0
E1_F6E6_0,192.0,10.82,3.29,6.58,900.0,279.2,259.0
E1_F6E6_1,228.0,10.73,3.28,6.559999999999999,900.0,279.2,259.0
E1_F6F5_0,264.0,9.94,12.06,24.119999999999997,900.0,229.2,209.0
E1_F6F5_1,156.0,10.14,2.95,5.9,900.0,229.2,209.0
E1_F6F7_0,96.0,10.46,1.73,3.46,900.0,229.2,209.0
E1_F6F7_1,72.0,10.34,1.09,2.18,900.0,229.2,209.0
E1_F6G6_0,204.0,10.57,9.9,19.8,900.0,279.2,259.0
E1_F6G6_1,192.0,10.28,9.2,18.4,900.0,279.2,259.0
E1_F7E7_0,192.0,7.56,19.7,39.4,900.0,279.2,259.0
E1_F7E7_1,192.0,7.78,14.71,29.42,900.0,279.2,259.0
E1_F7F6_0,264.0,9.26,5.24,10.48,900.0,229.2,209.0
E1_F7F6_1,132.0,11.87,1.7,3.3999999999999995,900.0,229.2,209.0
E1_F7G7_0,144.0,11.46,2.68,5.36,900.0,279.2,259.0
E1_F7G7_1,108.0,11.81,1.35,2.7,900.0,279.2,259.0
E1_F8E8_0,192.0,10.55,13.24,26.48,900.0,279.2,259.0
E1_F8E8_1,264.0,8.1,13.25,26.5,900.0,279.2,259.0
E1_F8F7_0,96.0,10.35,5.45,10.9,900.0,229.2,209.0
E1_F8F7_1,72.0,11.4,1.04,2.08,900.0,229.2,209.0
E1_F8F9_0,240.0,9.56,10.58,21.16,900.0,229.2,209.0
E1_F8F9_1,84.0,8.69,2.0,4.0,900.0,229.2,209.0
E1_F8G8_0,240.0,11.02,9.7,19.4,900.0,279.2,259.0
E1_F8G8_1,96.0,8.2,3.05,6.1,900.0,279.2,259.0
E1_F9E9_0,228.0,10.17,14.92,29.84,900.0,279.2,259.0
E1_F9E9_1,72.0,6.5,10.09,20.18,900.0,279.2,259.0
E1_F9F10_0,96.0,11.13,1.28,2.56,900.0,229.2,209.0
E1_F9F10_1,108.0,13.94,1.08,2.16,900.0,229.2,209.0
E1_F9G9_0,180.0,12.13,2.13,4.26,900.0,279.2,259.0
E1_F9G9_1,48.0,13.01,0.52,1.04,900.0,279.2,259.0
E1_G0F0_0,144.0,10.24,3.8,7.6,900.0,279.2,259.0
E1_G0F0_1,60.0,13.14,0.65,1.3,900.0,279.2,259.0
E1_G0G1_0,108.0,12.65,1.27,2.54,900.0,229.2,209.0
E1_G0G1_1,60.0,12.14,0.69,1.38,900.0,229.2,209.0
E1_G0bottom6_0,12.0,13.67,0.12,0.24,900.0,189.6,170.0
E1_G0bottom6_1,0.0,-1.0,0.0,-0.0,900.0,189.6,170.0
E1_G10F10_0,192.0,10.33,5.51,11.02,900.0,279.2,259.0
E1_G10F10_1,228.0,7.7,7.62,15.24,900.0,279.2,259.0
E1_G10G11_0,60.0,12.42,0.7,1.4,900.0,229.2,209.0
E1_G10G11_1,72.0,13.2,0.76,1.52,900.0,229.2,209.0
E1_G10G9_0,156.0,11.66,2.01,4.02,900.0,229.2,209.0
E1_G10G9_1,108.0,12.59,1.28,2.56,900.0,229.2,209.0
E1_G10H10_0,156.0,11.6,2.58,5.16,900.0,279.2,259.0
E1_G10H10_1,108.0,10.09,1.79,3.58,900.0,279.2,259.0
E1_G11G10_0,120.0,8.93,4.15,8.3,900.0,229.2,209.0
E1_G11G10_1,120.0,9.96,2.36,4.72,900.0,229.2,209.0
E1_G11top6_0,0.0,-1.0,0.0,-0.0,900.0,189.6,170.0
E1_G11top6_1,24.0,13.67,0.24,0.48,900.0,189.6,170.0
E1_G1F1_0,192.0,11.32,2.64,5.28,900.0,279.2,259.0
E1_G1F1_1,72.0,11.06,0.95,1.9,900.0,279.2,259.0
E1_G1G0_0,60.0,13.29,0.63,1.26,900.0,229.2,209.0
E1_G1G0_1,12.0,12.79,0.13,0.26,900.0,229.2,209.0
E1_G1G2_0,132.0,11.88,1.71,3.42,900.0,229.2,209.0
E1_G1G2_1,132.0,12.25,1.66,3.3199999999999994,900.0,229.2,209.0
E1_G1H1_0,144.0,12.22,1.72,3.4399999999999995,900.0,279.2,259.0
E1_G1H1_1,108.0,12.26,1.3,2.6,900.0,279.2,259.0
E1_G2F2_0,168.0,12.1,2.09,4.18,900.0,279.2,259.0
E1_G2F2_1,84.0,12.26,1.03,2.06,900.0,279.2,259.0
E1_G2G3_0,168.0,12.5,1.99,3.9800000000000004,900.0,229.2,209.0
E1_G2G3_1,108.0,12.28,3.3,6.6,900.0,229.2,209.0
E1_G2H2_0,132.0,8.69,8.04,16.08,900.0,279.2,259.0
E1_G2H2_1,120.0,11.52,1.62,3.24,900.0,279.2,259.0
E1_G3F3_0,204.0,10.18,5.72,11.44,900.0,279.2,259.0
E1_G3F3_1,180.0,11.41,4.47,8.94,900.0,279.2,259.0
E1_G3G4_0,108.0,11.1,1.49,2.98,900.0,229.2,209.0
E1_G3G4_1,132.0,11.71,1.69,3.38,900.0,229.2,209.0
E1_G4F4_0,108.0,10.84,4.57,9.14,900.0,279.2,259.0
E1_G4F4_1,96.0,11.24,1.56,3.12,900.0,279.2,259.0
E1_G4G3_0,192.0,8.74,7.32,14.64,900.0,229.2,209.0
E1_G4G3_1,96.0,11.57,1.24,2.48,900.0,229.2,209.0
E1_G4G5_0,132.0,12.93,1.42,2.84,900.0,229.2,209.0
E1_G4G5_1,120.0,10.67,1.72,3.4399999999999995,900.0,229.2,209.0
E1_G4H4_0,108.0,12.83,1.22,2.44,900.0,279.2,259.0
E1_G4H4_1,108.0,12.75,1.27,2.54,900.0,279.2,259.0
E1_G5F5_0,204.0,11.11,2.99,5.98,900.0,279.2,259.0
E1_G5F5_1,84.0,11.8,1.06,2.12,900.0,279.2,259.0
E1_G5G4_0,156.0,10.83,4.33,8.66,900.0,229.2,209.0
E1_G5G4_1,120.0,13.08,1.37,2.74,900.0,229.2,209.0
E1_G5G6_0,276.0,7.84,14.21,28.42,900.0,229.2,209.0
E1_G5G6_1,132.0,9.19,2.85,5.700000000000001,900.0,229.2,209.0
E1_G5H5_0,204.0,11.35,2.74,5.48,900.0,279.2,259.0
E1_G5H5_1,96.0,11.86,1.28,2.56,900.0,279.2,259.0
E1_G6F6_0,144.0,12.2,1.72,3.4399999999999995,900.0,279.2,259.0
E1_G6F6_1,48.0,13.99,0.48,0.96,900.0,279.2,259.0
E1_G6G7_0,204.0,12.14,2.5,5.0,900.0,229.2,209.0
E1_G6G7_1,240.0,10.88,3.75,7.5,900.0,229.2,209.0
E1_G6H6_0,120.0,8.91,3.34,6.68,900.0,279.2,259.0
E1_G6H6_1,204.0,10.04,6.9,13.8,900.0,279.2,259.0
E1_G7F7_0,180.0,11.02,4.15,8.3,900.0,279.2,259.0
E1_G7F7_1,132.0,9.33,6.17,12.34,900.0,279.2,259.0
E1_G7G6_0,180.0,9.87,3.62,7.24,900.0,229.2,209.0
E1_G7G6_1,156.0,10.91,7.27,14.54,900.0,229.2,209.0
E1_G7G8_0,240.0,9.85,7.46,14.92,900.0,229.2,209.0
E1_G7G8_1,264.0,10.28,16.12,32.24,900.0,229.2,209.0
E1_G7H7_0,96.0,12.56,1.09,2.18,900.0,279.2,259.0
E1_G7H7_1,144.0,11.3,1.93,3.8600000000000003,900.0,279.2,259.0
E1_G8F8_0,168.0,9.1,4.85,9.7,900.0,279.2,259.0
E1_G8F8_1,192.0,9.87,12.67,25.339999999999996,900.0,279.2,259.0
E1_G8G7_0,168.0,11.89,2.12,4.24,900.0,229.2,209.0
E1_G8G7_1,144.0,11.98,1.82,3.6399999999999997,900.0,229.2,209.0
E1_G8G9_0,276.0,8.88,12.56,25.12,900.0,229.2,209.0
E1_G8G9_1,240.0,7.01,22.05,44.1,900.0,229.2,209.0
E1_G8H8_0,204.0,8.98,16.14,32.28,900.0,279.2,259.0
E1_G8H8_1,120.0,8.71,4.2,8.4,900.0,279.2,259.0
E1_G9F9_0,156.0,12.43,2.01,4.02,900.0,279.2,259.0
E1_G9F9_1,156.0,10.04,5.41,10.82,900.0,279.2,259.0
E1_G9G10_0,192.0,11.22,7.86,15.72,900.0,229.2,209.0
E1_G9G10_1,144.0,10.84,8.57,17.14,900.0,229.2,209.0
E1_G9G8_0,144.0,11.62,3.13,6.26,900.0,229.2,209.0
E1_G9G8_1,132.0,11.04,2.16,4.32,900.0,229.2,209.0
E1_H0G0_0,156.0,11.85,2.09,4.18,900.0,279.2,259.0
E1_H0G0_1,36.0,12.84,0.39,0.78,900.0,279.2,259.0
E1_H0I0_0,60.0,13.48,0.63,1.26,900.0,279.2,259.0
E1_H0I0_1,96.0,12.58,1.15,2.3,900.0,279.2,259.0
E1_H0bottom7_0,0.0,-1.0,0.0,-0.0,900.0,189.6,170.0
E1_H0bottom7_1,0.0,-1.0,0.0,-0.0,900.0,189.6,170.0
E1_H10G10_0,108.0,12.93,1.19,2.38,900.0,279.2,259.0
E1_H10G10_1,144.0,11.17,2.46,4.92,900.0,279.2,259.0
E1_H10H11_0,48.0,12.39,0.54,1.08,900.0,229.2,209.0
E1_H10H11_1,132.0,12.02,1.64,3.2799999999999994,900.0,229.2,209.0
E1_H10H9_0,120.0,12.57,1.45,2.9,900.0,229.2,209.0
E1_H10H9_1,36.0,11.23,0.5,1.0,900.0,229.2,209.0
E1_H10I10_0,48.0,12.58,0.58,1.16,900.0,279.2,259.0
E1_H10I10_1,36.0,11.57,0.45,0.8999999999999999,900.0,279.2,259.0
E1_H11H10_0,168.0,10.81,3.53,7.06,900.0,229.2,209.0
E1_H11H10_1,12.0,11.26,0.15,0.3,900.0,229.2,209.0
E1_H11I11_0,108.0,12.25,1.31,2.62,900.0,279.2,259.0
E1_H11I11_1,24.0,9.04,0.42,0.8399999999999999,900.0,279.2,259.0
E1_H11top7_0,24.0,13.71,0.24,0.48,900.0,189.6,170.0
E1_H11top7_1,36.0,13.37,0.38,0.76,900.0,189.6,170.0
E1_H1G1_0,168.0,10.87,2.36,4.72,900.0,279.2,259.0
E1_H1G1_1,72.0,11.33,1.0,2.0,900.0,279.2,259.0
E1_H1H0_0,120.0,9.5,4.62,9.24,900.0,229.2,209.0
E1_H1H0_1,84.0,12.38,0.97,1.94,900.0,229.2,209.0
E1_H1H2_0,132.0,12.69,1.55,3.1,900.0,229.2,209.0
E1_H1H2_1,96.0,12.08,1.18,2.36,900.0,229.2,209.0
E1_H2G2_0,192.0,10.82,2.72,5.44,900.0,279.2,259.0
E1_H2G2_1,84.0,13.09,0.9,1.7999999999999998,900.0,279.2,259.0
E1_H2H1_0,228.0,9.89,11.13,22.259999999999998,900.0,229.2,209.0
E1_H2H1_1,168.0,9.87,7.24,14.48,900.0,229.2,209.0
E1_H2H3_0,156.0,9.94,4.81,9.62,900.0,229.2,209.0
E1_H2H3_1,108.0,10.18,2.12,4.24,900.0,229.2,209.0
E1_H3G3_0,156.0,10.95,2.17,4.34,900.0,279.2,259.0
E1_H3G3_1,120.0,9.94,3.02,6.04,900.0,279.2,259.0
E1_H3H2_0,264.0,8.63,28.71,57.42,900.0,229.2,209.0
E1_H3H2_1,204.0,11.24,10.99,21.98,900.0,229.2,209.0
E1_H3H4_0,156.0,11.65,2.21,4.42,900.0,229.2,209.0
E1_H3H4_1,180.0,9.25,5.82,11.64,900.0,229.2,209.0
E1_H3I3_0,84.0,12.59,1.01,2.02,900.0,279.2,259.0
E1_H3I3_1,96.0,10.88,2.03,4.06,900.0,279.2,259.0
E1_H4G4_0,132.0,11.44,1.67,3.34,900.0,279.2,259.0
E1_H4G4_1,48.0,13.74,0.49,0.98,900.0,279.2,259.0
E1_H4H5_0,156.0,11.07,2.25,4.5,900.0,229.2,209.0
E1_H4H5_1,180.0,11.29,2.45,4.9,900.0,229.2,209.0
E1_H5G5_0,132.0,10.26,2.82,5.64,900.0,279.2,259.0
E1_H5G5_1,132.0,11.55,1.71,3.42,900.0,279.2,259.0
E1_H5H4_0,360.0,9.88,16.39,32.78,900.0,229.2,209.0
E1_H5H4_1,252.0,9.45,11.86,23.72,900.0,229.2,209.0
E1_H5H6_0,168.0,11.46,2.26,4.52,900.0,229.2,209.0
E1_H5H6_1,216.0,10.26,8.98,17.96,900.0,229.2,209.0
E1_H6G6_0,180.0,11.36,2.42,4.84,900.0,279.2,259.0
E1_H6G6_1,48.0,10.63,0.69,1.38,900.0,279.2,259.0
E1_H6H5_0,276.0,10.47,9.76,19.52,900.0,229.2,209.0
E1_H6H5_1,156.0,10.54,2.31,4.62,900.0,229.2,209.0
E1_H6H7_0,168.0,10.71,3.6,7.199999999999999,900.0,229.2,209.0
E1_H6H7_1,240.0,9.96,13.31,26.619999999999997,900.0,229.2,209.0
E1_H6I6_0,156.0,10.31,4.41,8.82,900.0,279.2,259.0
E1_H6I6_1,216.0,9.01,13.39,26.78,900.0,279.2,259.0
E1_H7G7_0,120.0,11.72,1.51,3.02,900.0,279.2,259.0
E1_H7G7_1,156.0,13.06,1.69,3.38,900.0,279.2,259.0
E1_H7H6_0,276.0,10.84,7.59,15.18,900.0,229.2,209.0
E1_H7H6_1,192.0,10.13,6.31,12.620000000000001,900.0,229.2,209.0
E1_H7H8_0,180.0,12.49,2.22,4.44,900.0,229.2,209.0
E1_H7H8_1,216.0,10.65,4.34,8.68,900.0,229.2,209.0
E1_H8G8_0,180.0,10.77,3.62,7.24,900.0,279.2,259.0
E1_H8G8_1,144.0,12.89,1.66,3.3199999999999994,900.0,279.2,259.0
E1_H8H9_0,120.0,9.2,10.83,21.66,900.0,229.2,209.0
E1_H8H9_1,228.0,10.03,9.92,19.84,900.0,229.2,209.0
E1_H8I8_0,48.0,12.5,0.53,1.06,900.0,279.2,259.0
E1_H8I8_1,12.0,13.47,0.12,0.24,900.0,279.2,259.0
E1_H9G9_0,72.0,8.61,1.43,2.86,900.0,279.2,259.0
E1_H9G9_1,132.0,9.63,5.54,11.080000000000002,900.0,279.2,259.0
E1_H9H10_0,48.0,13.57,0.49,0.98,900.0,229.2,209.0
E1_H9H10_1,132.0,10.85,6.1,12.2,900.0,229.2,209.0
E1_H9I9_0,84.0,11.74,1.01,2.02,900.0,279.2,259.0
E1_H9I9_1,96.0,11.41,1.25,2.5,900.0,279.2,259.0
E1_I0right0_0,24.0,15.44,0.22,0.43999999999999995,900.0,189.6,170.0
E1_I0right0_1,36.0,14.48,0.35,0.7,900.0,189.6,170.0
E1_I10H10_0,48.0,12.47,0.54,1.08,900.0,279.2,259.0
E1_I10H10_1,84.0,13.33,0.88,1.7599999999999998,900.0,279.2,259.0
E1_I10I11_0,48.0,13.29,0.5,1.0,900.0,229.2,209.0
E1_I10I11_1,96.0,12.86,1.04,2.08,900.0,229.2,209.0
E1_I10I9_0,156.0,12.39,1.85,3.7,900.0,229.2,209.0
E1_I10I9_1,48.0,10.62,0.7,1.4,900.0,229.2,209.0
E1_I10right10_0,12.0,11.53,0.14,0.28,900.0,189.6,170.0
E1_I10right10_1,12.0,12.35,0.13,0.26,900.0,189.6,170.0
E1_I11H11_0,36.0,12.66,0.4,0.8,900.0,279.2,259.0
E1_I11H11_1,60.0,13.36,0.63,1.26,900.0,279.2,259.0
E1_I11I10_0,84.0,11.02,1.19,2.38,900.0,229.2,209.0
E1_I11I10_1,24.0,12.85,0.26,0.52,900.0,229.2,209.0
E1_I11top8_0,12.0,13.74,0.12,0.24,900.0,189.6,170.0
E1_I11top8_1,24.0,13.38,0.25,0.5,900.0,189.6,170.0
E1_I1H1_0,84.0,10.8,1.21,2.42,900.0,279.2,259.0
E1_I1H1_1,24.0,11.94,0.28,0.56,900.0,279.2,259.0
E1_I1I0_0,108.0,12.8,1.18,2.36,900.0,229.2,209.0
E1_I1I0_1,24.0,14.33,0.23,0.45999999999999996,900.0,229.2,209.0
E1_I1I2_0,60.0,12.33,0.68,1.36,900.0,229.2,209.0
E1_I1I2_1,96.0,11.42,1.32,2.64,900.0,229.2,209.0
E1_I1right1_0,24.0,13.13,0.25,0.5,900.0,189.6,170.0
E1_I1right1_1,12.0,11.94,0.14,0.28,900.0,189.6,170.0
E1_I2H2_0,132.0,12.4,1.56,3.12,900.0,279.2,259.0
E1_I2H2_1,24.0,13.19,0.25,0.5,900.0,279.2,259.0
E1_I2I1_0,96.0,11.52,1.24,2.48,900.0,229.2,209.0
E1_I2I1_1,24.0,12.03,0.28,0.56,900.0,229.2,209.0
E1_I2I3_0,108.0,10.41,2.18,4.36,900.0,229.2,209.0
E1_I2I3_1,156.0,11.23,4.14,8.28,900.0,229.2,209.0
E1_I2right2_0,24.0,12.96,0.26,0.52,900.0,189.6,170.0
E1_I2right2_1,12.0,15.49,0.11,0.21999999999999997,900.0,189.6,170.0
E1_I3H3_0,132.0,11.98,1.61,3.22,900.0,279.2,259.0
E1_I3H3_1,72.0,14.07,0.72,1.44,900.0,279.2,259.0
E1_I3I2_0,132.0,9.23,5.23,10.46,900.0,229.2,209.0
E1_I3I2_1,36.0,12.9,0.39,0.78,900.0,229.2,209.0
E1_I3I4_0,144.0,11.7,2.74,5.48,900.0,229.2,209.0
E1_I3I4_1,156.0,8.62,4.67,9.34,900.0,229.2,209.0
E1_I4H4_0,108.0,11.46,1.32,2.64,900.0,279.2,259.0
E1_I4H4_1,48.0,12.93,0.52,1.04,900.0,279.2,259.0
E1_I4I3_0,156.0,12.01,6.6,13.2,900.0,229.2,209.0
E1_I4I3_1,48.0,11.78,0.64,1.28,900.0,229.2,209.0
E1_I4I5_0,156.0,12.59,1.82,3.6399999999999997,900.0,229.2,209.0
E1_I4I5_1,204.0,11.01,3.56,7.119999999999999,900.0,229.2,209.0
E1_I5H5_0,120.0,10.95,2.9,5.8,900.0,279.2,259.0
E1_I5H5_1,60.0,8.61,2.53,5.0600000000000005,900.0,279.2,259.0
E1_I5I4_0,168.0,12.22,2.14,4.28,900.0,229.2,209.0
E1_I5I4_1,60.0,12.35,0.68,1.36,900.0,229.2,209.0
E1_I5I6_0,144.0,9.43,5.09,10.18,900.0,229.2,209.0
E1_I5I6_1,156.0,10.24,6.9,13.8,900.0,229.2,209.0
E1_I5right5_0,24.0,14.28,0.23,0.45999999999999996,900.0,189.6,170.0
E1_I5right5_1,12.0,12.55,0.13,0.26,900.0,189.6,170.0
E1_I6H6_0,72.0,13.01,0.77,1.54,900.0,279.2,259.0
E1_I6H6_1,84.0,12.51,0.95,1.9,900.0,279.2,259.0
E1_I6I5_0,204.0,11.05,3.16,6.32,900.0,229.2,209.0
E1_I6I5_1,24.0,11.72,0.3,0.6,900.0,229.2,209.0
E1_I6I7_0,144.0,11.56,3.54,7.08,900.0,229.2,209.0
E1_I6I7_1,252.0,10.82,6.54,13.08,900.0,229.2,209.0
E1_I6right6_0,48.0,14.02,0.48,0.96,900.0,189.6,170.0
E1_I6right6_1,24.0,12.68,0.26,0.52,900.0,189.6,170.0
E1_I7H7_0,144.0,12.78,1.57,3.14,900.0,279.2,259.0
E1_I7H7_1,60.0,11.55,0.8,1.6,900.0,279.2,259.0
E1_I8H8_0,180.0,11.44,3.91,7.82,900.0,279.2,259.0
E1_I8H8_1,96.0,7.38,2.76,5.52,900.0,279.2,259.0
E1_I8I7_0,144.0,11.14,2.04,4.08,900.0,229.2,209.0
E1_I8I7_1,36.0,12.51,0.4,0.8,900.0,229.2,209.0
E1_I8I9_0,72.0,12.86,0.86,1.7199999999999998,900.0,229.2,209.0
E1_I8I9_1,144.0,11.35,1.98,3.96,900.0,229.2,209.0
E1_I9H9_0,60.0,12.15,0.69,1.38,900.0,279.2,259.0
E1_I9H9_1,60.0,13.66,0.62,1.24,900.0,279.2,259.0
E1_I9I8_0,204.0,10.04,7.84,15.68,900.0,229.2,209.0
E1_I9I8_1,72.0,9.0,1.29,2.58,900.0,229.2,209.0
E1_I9right9_0,24.0,13.02,0.26,0.52,900.0,189.6,170.0
E1_I9right9_1,12.0,10.71,0.16,0.32,900.0,189.6,170.0
E1_bottom0A0_0,0.0,-1.0,0.0,-0.0,900.0,189.6,170.0
E1_bottom0A0_1,12.0,11.87,0.14,0.28,900.0,189.6,170.0
E1_bottom1B0_0,12.0,11.94,0.14,0.28,900.0,189.6,170.0
E1_bottom1B0_1,0.0,-1.0,0.0,-0.0,900.0,189.6,170.0
E1_bottom2C0_0,12.0,11.86,0.14,0.28,900.0,189.6,170.0
E1_bottom2C0_1,0.0,-1.0,0.0,-0.0,900.0,189.6,170.0
E1_bottom3D0_0,36.0,12.64,0.4,0.8,900.0,189.6,170.0
E1_bottom3D0_1,36.0,12.56,0.4,0.8,900.0,189.6,170.0
E1_bottom4E0_0,0.0,-1.0,0.0,-0.0,900.0,189.6,170.0
E1_bottom4E0_1,12.0,13.71,0.12,0.24,900.0,189.6,170.0
E1_bottom5F0_0,12.0,15.84,0.11,0.21999999999999997,900.0,189.6,170.0
E1_bottom5F0_1,0.0,-1.0,0.0,-0.0,900.0,189.6,170.0
E1_bottom6G0_0,12.0,11.84,0.14,0.28,900.0,189.6,170.0
E1_bottom6G0_1,0.0,-1.0,0.0,-0.0,900.0,189.6,170.0
E1_bottom7H0_0,0.0,-1.0,0.0,-0.0,900.0,189.6,170.0
E1_bottom7H0_1,0.0,-1.0,0.0,-0.0,900.0,189.6,170.0
E1_bottom8I0_0,12.0,11.3,0.15,0.3,900.0,189.6,170.0
E1_bottom8I0_1,24.0,12.52,0.27,0.54,900.0,189.6,170.0
E1_left0A0_0,0.0,-1.0,0.0,-0.0,900.0,189.6,170.0
E1_left0A0_1,0.0,-1.0,0.0,-0.0,900.0,189.6,170.0
E1_left11A11_0,24.0,12.89,0.26,0.52,900.0,189.6,170.0
E1_left11A11_1,0.0,-1.0,0.0,-0.0,900.0,189.6,170.0
E1_left1A1_0,12.0,11.55,0.14,0.28,900.0,189.6,170.0
E1_left1A1_1,0.0,-1.0,0.0,-0.0,900.0,189.6,170.0
E1_left3A3_0,24.0,11.86,0.28,0.56,900.0,189.6,170.0
E1_left3A3_1,24.0,11.9,0.28,0.56,900.0,189.6,170.0
E1_left4A4_0,12.0,11.91,0.14,0.28,900.0,189.6,170.0
E1_left4A4_1,36.0,12.94,0.39,0.78,900.0,189.6,170.0
E1_left5A5_0,48.0,11.38,0.67,1.34,900.0,189.6,170.0
E1_left5A5_1,36.0,12.23,0.41,0.8199999999999998,900.0,189.6,170.0
E1_left7A7_0,24.0,11.67,0.29,0.58,900.0,189.6,170.0
E1_left7A7_1,12.0,11.92,0.14,0.28,900.0,189.6,170.0
